ID,age_years,travel_freq,daily_salary,work_division,commute_distance,education_level,degree_field,headcount,env_satisfaction,sex,hourly_wage,job_engagement,position_level,job_title,job_satisfaction,marital_state,monthly_earnings,monthly_salary,companies_count,is_adult,overtime_status,salary_increase_pct,performance_score,relation_satisfaction,std_work_hours,stock_level,career_years,trainings_last_year,work_life_score,tenure_years,years_current_role,years_post_promotion,years_with_manager,left_company
641,25,frequent_travel,461,rnd,10,1,medical,1,4,male,56,3,1,lab_tech,4,single,3917,14229,7,yes,no,17,3,4,80,0,5,3,3,3,2,1,2,0
642,31,rare_travel,945,rnd,9,2,life_sci,1,4,male,76,3,3,health_rep,2,single,1081,9647,3,yes,no,22,4,2,80,0,15,3,3,1,0,0,0,1
643,20,rare_travel,458,sales,21,2,life_sci,1,1,male,55,3,1,sales_rep,2,single,2096,2727,1,yes,no,16,3,4,80,0,1,3,1,1,0,0,0,0
644,30,rare_travel,1261,rnd,19,4,life_sci,1,4,male,94,3,1,research_sci,3,married,2387,9129,1,yes,no,12,3,1,80,3,6,2,2,6,2,0,4,0
645,37,rare_travel,119,sales,8,4,life_sci,1,3,male,63,3,2,sales_exec,4,married,5673,9277,0,yes,no,14,3,3,80,2,11,2,3,8,7,4,7,0
646,41,rare_travel,335,rnd,10,4,life_sci,1,1,male,61,2,1,lab_tech,4,divorced,2296,10425,3,yes,no,17,3,2,80,1,7,3,2,1,0,0,0,0
647,50,rare_travel,898,rnd,13,4,life_sci,1,3,male,81,3,5,research_dir,1,divorced,19189,19562,7,yes,no,13,3,4,80,1,28,2,2,8,7,1,7,0
648,55,rare_travel,287,rnd,23,3,life_sci,1,3,male,72,2,2,research_sci,3,divorced,5957,25479,6,yes,no,12,3,3,80,1,14,2,3,5,4,0,4,0
649,36,rare_travel,465,rnd,10,4,life_sci,1,2,female,84,3,2,mfg_dir,4,married,4877,4257,4,yes,no,13,3,3,80,1,7,1,3,3,2,0,2,0
650,41,rare_travel,279,rnd,1,4,life_sci,1,3,male,80,3,4,manager,4,married,17665,14074,1,yes,yes,13,3,2,80,0,22,4,3,22,6,11,11,0
651,37,rare_travel,1387,sales,4,2,marketing,1,4,male,76,3,2,sales_exec,2,married,5674,3449,3,yes,no,14,3,4,80,3,13,3,3,6,3,2,3,0
652,38,rare_travel,1102,sales,2,4,life_sci,1,4,male,39,4,2,sales_exec,4,divorced,6893,19461,1,yes,no,15,3,2,80,3,7,3,3,7,0,7,6,0
653,29,rare_travel,622,rnd,6,2,life_sci,1,4,male,92,3,2,mfg_dir,4,married,5131,9192,4,yes,yes,13,3,4,80,1,9,0,1,3,2,1,2,0
654,36,rare_travel,653,rnd,10,3,life_sci,1,4,female,75,3,3,mfg_dir,3,married,10248,14004,9,yes,no,18,3,3,80,0,18,1,2,16,14,4,10,0
655,37,no_travel,1125,rnd,15,4,life_sci,1,3,male,60,3,2,research_sci,3,married,4647,4673,3,yes,yes,14,3,1,80,1,17,2,3,17,14,4,5,0
656,38,frequent_travel,763,rnd,16,3,tech_deg,1,2,male,72,3,1,research_sci,4,married,2956,15589,7,yes,no,12,3,4,80,1,6,4,3,1,0,1,0,0
657,27,rare_travel,999,sales,8,1,medical,1,3,female,33,3,3,sales_exec,4,divorced,9888,14115,1,yes,no,13,3,2,80,1,9,2,2,9,8,5,8,0
658,43,rare_travel,1376,rnd,2,5,life_sci,1,3,female,35,4,4,manager,4,single,16555,16290,1,yes,yes,23,4,3,80,0,23,2,4,20,6,1,8,0
659,36,rare_travel,995,rnd,2,4,life_sci,1,2,male,100,3,2,health_rep,1,single,6632,13551,0,yes,no,13,3,3,80,0,6,3,3,5,2,1,4,0
660,31,rare_travel,807,sales,7,3,marketing,1,1,male,71,3,3,sales_exec,3,married,9278,2354,7,yes,no,23,4,2,80,1,10,3,3,2,2,2,2,1
661,33,rare_travel,1115,rnd,8,4,medical,1,4,female,32,2,2,mfg_dir,3,single,5993,19345,1,yes,no,12,3,1,80,0,7,3,2,7,1,7,6,0
662,45,rare_travel,541,sales,6,3,medical,1,4,female,69,3,5,manager,2,single,19613,25364,3,yes,no,14,3,4,80,0,26,1,3,2,2,1,0,0
663,34,rare_travel,625,sales,16,4,marketing,1,2,male,93,3,2,sales_exec,2,married,6125,23553,1,yes,no,16,3,4,80,0,9,3,4,9,8,0,8,0
664,33,rare_travel,1355,sales,4,5,marketing,1,3,female,86,3,2,sales_exec,4,married,6134,8489,1,yes,no,13,3,2,80,0,14,5,3,14,7,0,9,0
665,23,rare_travel,107,rnd,9,1,life_sci,1,2,male,40,3,1,lab_tech,4,single,2875,26959,0,yes,no,14,3,4,80,0,6,1,3,5,2,0,4,0
666,51,frequent_travel,1396,rnd,5,3,life_sci,1,1,female,34,2,1,research_sci,1,single,2662,7975,1,yes,no,18,3,4,80,0,10,4,2,10,7,0,7,0
667,36,frequent_travel,667,hr,2,4,hr,1,4,male,55,3,2,hr,4,married,6434,17241,0,yes,no,21,4,3,80,1,6,3,3,5,3,1,3,0
668,49,rare_travel,653,rnd,9,3,life_sci,1,2,female,32,3,1,research_sci,3,single,2272,17456,2,yes,no,11,3,3,80,0,8,5,2,3,2,2,2,0
669,39,rare_travel,1413,sales,3,3,life_sci,1,4,male,78,3,4,sales_exec,3,married,13194,15276,3,yes,no,17,3,1,80,2,18,4,3,0,0,0,0,0
670,23,rare_travel,890,rnd,2,1,medical,1,2,male,44,3,1,research_sci,4,married,3904,7973,1,yes,no,14,3,4,80,2,2,3,2,2,2,0,2,0
671,31,rare_travel,1134,rnd,23,3,medical,1,4,female,40,3,2,mfg_dir,2,married,4332,13554,0,yes,no,12,3,3,80,1,9,2,2,8,7,7,7,0
672,36,rare_travel,1179,sales,28,2,other,1,2,female,32,3,2,sales_exec,4,married,5228,11652,5,yes,no,13,3,4,80,1,10,3,3,5,4,1,3,0
673,29,frequent_travel,719,rnd,1,2,life_sci,1,3,male,43,1,3,mfg_dir,4,married,7587,4381,1,yes,yes,18,3,2,80,2,10,3,3,10,9,1,9,0
674,57,rare_travel,466,rnd,3,4,life_sci,1,4,male,65,3,2,mfg_dir,4,single,5468,22539,2,yes,no,13,3,4,80,0,12,2,3,7,7,7,7,0
675,31,rare_travel,1064,rnd,1,4,life_sci,1,3,male,65,2,1,research_sci,1,married,2226,7747,1,yes,yes,22,4,2,80,0,6,2,3,6,3,0,4,0
676,32,rare_travel,462,rnd,10,4,life_sci,1,3,male,71,2,2,health_rep,4,married,6334,3010,3,yes,no,23,4,2,80,1,10,2,3,6,5,1,0,0
677,29,rare_travel,810,rnd,22,4,tech_deg,1,4,male,36,3,1,lab_tech,3,married,1281,16900,1,yes,yes,20,4,3,80,0,1,2,3,1,0,0,0,1
678,50,frequent_travel,727,rnd,2,3,medical,1,4,male,98,2,4,manager,3,married,17567,3193,0,yes,no,12,3,3,80,1,28,3,3,27,7,3,12,0
679,31,no_travel,192,rnd,1,4,life_sci,1,1,female,71,3,1,research_sci,3,divorced,2044,25681,0,yes,no,20,4,4,80,1,4,3,2,3,2,0,2,0
680,35,rare_travel,975,sales,15,5,marketing,1,1,male,96,3,2,sales_exec,1,divorced,4639,3356,9,yes,no,14,3,3,80,1,16,3,3,15,10,4,12,0
681,59,rare_travel,884,rnd,9,3,life_sci,1,3,female,54,3,5,research_dir,3,single,18041,17519,6,yes,no,11,3,3,80,0,27,2,3,3,2,1,2,0
682,29,rare_travel,182,sales,1,4,tech_deg,1,2,female,65,3,3,sales_exec,4,married,8321,11924,4,yes,no,14,3,1,80,1,13,6,2,11,7,0,7,0
683,28,rare_travel,1355,rnd,4,3,life_sci,1,4,male,74,2,2,lab_tech,1,married,4968,15379,9,yes,no,18,3,2,80,1,10,2,3,3,2,0,2,0
684,54,rare_travel,699,rnd,4,2,life_sci,1,4,female,42,3,4,manager,4,married,17099,7636,4,yes,no,24,4,1,80,1,26,2,3,13,11,4,6,0
685,33,frequent_travel,1329,rnd,6,4,medical,1,3,male,49,3,1,lab_tech,2,married,2404,10781,5,yes,no,11,3,2,80,1,7,2,3,2,2,2,1,1
686,39,frequent_travel,527,rnd,6,4,life_sci,1,3,male,77,4,1,research_sci,4,single,2799,18597,1,yes,no,25,4,4,80,0,10,2,3,10,4,0,1,0
687,38,no_travel,1038,rnd,2,4,tech_deg,1,3,male,76,3,2,lab_tech,1,divorced,4404,13072,1,yes,no,14,3,1,80,1,20,3,3,20,8,0,17,0
688,25,rare_travel,806,rnd,9,1,medical,1,3,female,82,3,1,lab_tech,3,married,2741,7950,1,yes,no,15,3,3,80,1,9,2,2,9,7,7,8,0
689,36,frequent_travel,1329,rnd,2,4,medical,1,3,male,90,3,1,lab_tech,3,single,2644,23231,3,yes,yes,19,3,1,80,0,7,3,3,2,2,2,2,1
690,26,rare_travel,806,rnd,1,1,tech_deg,1,4,female,84,3,1,research_sci,3,married,2559,17802,0,yes,no,12,3,4,80,1,8,2,3,7,7,6,7,0
691,39,rare_travel,1476,sales,23,3,life_sci,1,3,female,79,3,2,sales_exec,1,single,8620,7790,0,yes,no,18,3,4,80,0,9,5,2,8,7,7,7,0
692,35,frequent_travel,208,rnd,2,1,life_sci,1,4,male,72,2,1,lab_tech,2,single,3902,19191,1,yes,no,18,3,3,80,0,1,2,3,1,0,0,0,0
693,38,frequent_travel,617,rnd,5,3,life_sci,1,2,female,48,2,2,mfg_dir,3,married,4534,5044,0,yes,no,11,3,2,80,1,18,3,3,17,14,10,11,0
694,45,frequent_travel,804,rnd,2,3,medical,1,4,male,69,3,1,research_sci,4,married,4485,15397,3,yes,yes,12,3,1,80,1,10,4,3,8,7,0,7,0
695,29,rare_travel,929,rnd,4,4,life_sci,1,2,female,64,3,2,mfg_dir,4,divorced,4298,12888,0,yes,yes,14,3,4,80,2,6,2,3,5,2,0,4,0
696,27,rare_travel,728,rnd,11,3,medical,1,4,male,65,3,2,mfg_dir,1,single,4930,9096,0,yes,no,12,3,3,80,0,4,2,3,3,2,1,2,0
697,47,rare_travel,882,rnd,1,3,medical,1,1,female,98,3,5,manager,4,single,19189,19562,3,yes,no,13,3,2,80,0,25,2,2,25,16,11,11,0
698,26,rare_travel,736,sales,2,1,marketing,1,1,male,86,3,2,sales_exec,4,married,6232,10877,0,yes,no,12,3,3,80,1,5,3,3,4,2,1,2,0
699,32,frequent_travel,1234,rnd,1,4,tech_deg,1,1,male,65,2,1,research_sci,3,married,2911,16542,0,yes,no,13,3,1,80,0,7,4,2,6,5,0,3,1
700,33,rare_travel,600,hr,5,2,life_sci,1,2,female,62,3,3,hr,4,married,7918,5456,1,yes,no,11,3,4,80,0,10,2,3,10,8,8,8,0
701,38,frequent_travel,408,rnd,7,4,medical,1,4,male,63,2,1,lab_tech,4,single,2372,11005,7,yes,no,22,4,1,80,0,7,5,1,0,0,0,0,1
702,58,no_travel,1258,rnd,7,4,medical,1,3,female,48,2,3,health_rep,1,single,8722,7102,7,yes,no,11,3,1,80,0,38,2,3,10,0,0,8,0
703,31,rare_travel,986,sales,4,2,medical,1,4,male,42,3,2,sales_exec,3,single,5301,14295,1,yes,no,14,3,4,80,0,10,2,3,10,8,0,7,1
704,35,rare_travel,913,rnd,23,3,medical,1,1,male,73,3,2,mfg_dir,2,married,5902,23679,1,yes,no,13,3,4,80,0,17,3,1,17,11,2,8,0
705,58,rare_travel,1351,rnd,21,4,tech_deg,1,4,female,59,3,5,research_dir,1,single,19328,12154,5,yes,no,14,3,4,80,0,30,2,3,3,2,0,2,0
706,39,rare_travel,1387,sales,6,3,medical,1,4,male,76,3,3,sales_exec,4,single,9724,21816,7,yes,yes,13,3,1,80,0,11,3,3,9,7,7,8,1
707,33,rare_travel,653,rnd,1,3,life_sci,1,1,female,54,3,2,research_sci,4,single,4447,9752,0,yes,no,14,3,3,80,0,9,0,3,7,2,0,7,0
708,28,no_travel,504,sales,1,4,life_sci,1,2,male,89,3,2,sales_exec,3,married,5163,15302,5,yes,no,19,3,3,80,2,5,0,3,1,0,0,0,0
709,45,rare_travel,201,rnd,9,3,medical,1,3,male,52,2,3,health_rep,3,divorced,12169,20445,1,yes,no,12,3,4,80,1,24,2,3,24,15,11,11,0
710,29,rare_travel,994,rnd,29,1,life_sci,1,4,male,83,3,1,research_sci,3,married,2911,15178,4,yes,no,13,3,4,80,1,8,2,2,2,2,2,2,0
711,32,rare_travel,495,rnd,7,4,medical,1,2,male,77,3,2,mfg_dir,1,married,5582,3335,4,yes,no,13,3,3,80,1,10,2,3,4,3,0,3,0
712,46,rare_travel,1362,rnd,18,3,medical,1,3,male,56,4,3,mfg_dir,4,married,7978,14075,2,yes,no,11,3,4,80,0,23,2,4,2,2,2,2,0
713,36,rare_travel,1425,rnd,6,2,life_sci,1,4,male,49,2,2,mfg_dir,2,single,5661,23757,4,yes,no,16,3,2,80,0,17,2,3,13,12,6,11,0
714,46,rare_travel,448,rnd,9,3,life_sci,1,4,female,99,4,2,health_rep,2,single,6244,9964,2,yes,yes,24,4,2,80,0,19,2,3,12,11,1,7,0
715,46,rare_travel,995,rnd,2,2,medical,1,2,female,65,3,1,lab_tech,3,married,2720,6881,9,yes,no,12,3,3,80,1,14,2,2,4,2,2,0,1
716,38,rare_travel,772,rnd,8,4,life_sci,1,2,male,78,3,2,health_rep,3,divorced,5208,13583,7,yes,no,12,3,4,80,1,20,3,3,20,6,3,17,0
717,59,rare_travel,829,rnd,2,2,medical,1,4,female,86,3,5,research_dir,4,single,19238,3334,4,yes,no,15,3,3,80,0,25,2,3,15,11,4,7,0
718,18,frequent_travel,991,rnd,10,1,medical,1,2,female,38,3,1,lab_tech,4,single,1569,23016,1,yes,yes,23,4,2,80,0,0,2,2,0,0,0,0,1
719,45,rare_travel,704,sales,1,2,marketing,1,2,female,74,3,3,sales_exec,1,single,8268,21026,5,yes,no,13,3,2,80,0,12,3,3,8,0,7,0,0
720,29,rare_travel,805,sales,3,1,marketing,1,1,male,57,2,1,sales_rep,3,single,2362,17783,0,yes,yes,12,3,1,80,0,4,3,3,3,2,0,2,1
721,40,rare_travel,895,rnd,20,3,medical,1,3,male,52,2,2,health_rep,4,married,7978,21534,1,yes,no,13,3,4,80,0,10,2,3,10,7,0,4,0
722,29,rare_travel,1224,sales,1,1,life_sci,1,2,male,98,3,3,sales_exec,1,married,10096,14293,1,yes,no,21,4,4,80,1,11,2,3,11,7,1,9,0
723,42,rare_travel,1328,rnd,28,3,other,1,4,male,30,2,2,manager,4,married,5208,15497,0,yes,no,15,3,4,80,1,10,3,1,9,8,0,8,0
724,46,rare_travel,1206,rnd,8,4,life_sci,1,3,female,92,2,2,research_sci,3,divorced,5743,24008,9,yes,no,11,3,2,80,2,16,3,3,5,4,1,1,0
725,26,rare_travel,989,rnd,26,2,life_sci,1,4,female,65,3,2,mfg_dir,1,married,4284,23848,1,yes,no,15,3,1,80,0,8,3,3,8,7,0,7,0
726,35,frequent_travel,1396,rnd,11,1,life_sci,1,1,female,37,1,4,manager,4,married,13348,19757,1,yes,yes,14,3,3,80,0,33,3,3,33,10,13,8,1
727,40,rare_travel,607,sales,2,3,life_sci,1,4,male,87,3,3,sales_exec,3,single,10445,8302,1,yes,yes,11,3,1,80,0,20,2,3,20,14,13,10,0
728,41,rare_travel,855,rnd,1,3,life_sci,1,3,female,80,3,1,research_sci,1,married,2936,8952,7,yes,no,20,4,4,80,1,17,2,3,15,13,11,11,1
729,31,rare_travel,117,sales,9,3,medical,1,4,male,78,3,2,sales_exec,4,divorced,5228,14394,1,yes,no,22,4,1,80,1,13,2,3,13,9,4,8,0
730,37,rare_travel,442,rnd,2,4,life_sci,1,2,male,82,3,2,health_rep,4,married,5743,4673,1,yes,no,19,3,2,80,1,9,2,3,9,7,1,8,0
731,44,rare_travel,1383,rnd,1,4,other,1,3,female,54,3,1,lab_tech,4,divorced,4724,11103,1,yes,no,14,3,1,80,1,10,2,3,10,9,0,8,0
732,41,rare_travel,1206,sales,5,2,life_sci,1,2,male,83,3,3,manager,1,single,11836,23683,6,yes,no,17,3,4,80,0,12,2,4,6,5,0,3,0
733,36,rare_travel,855,sales,17,4,life_sci,1,4,female,97,3,2,sales_exec,3,married,5175,15276,0,yes,no,14,3,3,80,1,6,2,2,5,4,0,4,0
734,18,frequent_travel,381,rnd,2,3,medical,1,1,female,92,3,1,research_sci,3,single,1281,16900,1,yes,yes,20,4,2,80,0,0,3,2,0,0,0,0,0
735,30,rare_travel,1250,rnd,3,1,life_sci,1,2,female,73,3,1,research_sci,3,single,2911,18103,1,yes,no,14,3,4,80,0,1,3,2,1,0,0,0,0
736,38,rare_travel,1316,sales,2,2,life_sci,1,4,male,59,2,2,sales_exec,2,married,6877,3064,2,yes,no,14,3,3,80,2,13,5,3,0,0,0,0,0
737,19,no_travel,544,rnd,5,3,life_sci,1,4,female,91,3,1,research_sci,4,single,2695,18275,1,yes,no,12,3,1,80,0,1,3,4,1,0,0,0,0
738,51,rare_travel,438,sales,7,3,tech_deg,1,1,female,91,1,3,sales_exec,1,married,10502,23343,2,yes,no,15,3,1,80,1,13,3,3,7,5,0,3,0
739,45,rare_travel,1302,rnd,8,2,medical,1,2,female,50,2,3,research_dir,3,divorced,13525,5569,0,yes,no,14,3,3,80,1,20,2,3,9,8,0,8,0
740,50,rare_travel,630,sales,16,4,marketing,1,1,female,72,3,4,manager,4,divorced,16659,22645,4,yes,no,13,3,4,80,1,29,2,2,25,3,15,9,0
741,36,rare_travel,115,rnd,18,3,medical,1,2,female,30,2,2,health_rep,1,single,6811,5050,9,yes,no,14,3,3,80,0,18,2,3,11,7,4,7,0
742,37,rare_travel,1169,sales,19,3,life_sci,1,2,female,76,2,3,sales_exec,2,divorced,10883,13493,4,yes,yes,12,3,3,80,1,17,5,3,1,0,0,0,0
743,50,rare_travel,930,sales,7,4,life_sci,1,3,female,74,3,5,manager,3,married,18061,4244,5,yes,no,15,3,1,80,1,22,3,3,1,0,0,0,0
744,36,frequent_travel,1089,rnd,19,4,medical,1,3,male,95,2,1,lab_tech,3,single,2342,23016,3,yes,no,22,4,4,80,0,8,5,3,5,4,4,4,1
745,36,no_travel,541,rnd,15,4,life_sci,1,3,male,55,3,1,lab_tech,4,married,2644,16376,1,yes,no,20,4,3,80,2,16,3,1,16,8,5,13,0
746,50,rare_travel,1091,sales,2,3,marketing,1,2,male,79,3,3,sales_exec,4,divorced,10761,2561,2,yes,no,12,3,3,80,1,19,5,3,4,3,0,2,0
747,20,rare_travel,1308,rnd,1,3,medical,1,4,female,87,3,1,research_sci,2,single,2934,16031,1,yes,no,21,4,2,80,0,5,3,4,5,2,2,3,1
748,33,rare_travel,1443,rnd,1,3,medical,1,3,female,71,2,2,mfg_dir,2,married,6949,16530,1,yes,no,14,3,2,80,0,13,2,3,13,8,6,9,0
749,55,rare_travel,991,sales,1,3,tech_deg,1,4,female,30,3,4,manager,4,married,17856,9125,1,yes,no,16,3,4,80,1,38,2,3,37,10,1,6,0
750,27,rare_travel,959,sales,2,2,life_sci,1,4,male,89,3,1,sales_rep,3,married,1232,26999,1,yes,no,19,3,3,80,0,0,3,2,0,0,0,0,1
751,23,rare_travel,583,rnd,18,1,other,1,3,female,97,2,1,lab_tech,4,divorced,3660,14977,1,yes,no,16,3,2,80,2,4,2,2,4,2,1,2,0
752,34,rare_travel,1180,rnd,4,4,other,1,4,female,93,3,2,mfg_dir,4,married,9985,9262,7,yes,no,20,4,3,80,0,7,3,2,3,2,0,2,0
753,55,rare_travel,1456,sales,5,3,life_sci,1,2,male,35,3,1,sales_rep,3,divorced,2244,22577,3,yes,no,15,3,3,80,0,12,3,3,7,5,7,7,1
754,51,rare_travel,1383,rnd,15,1,life_sci,1,2,male,60,2,5,research_dir,3,married,19190,15696,5,yes,no,11,3,1,80,1,25,2,3,10,3,0,9,0
755,44,rare_travel,848,rnd,2,3,medical,1,1,female,60,2,1,research_sci,4,single,2372,26849,9,yes,no,19,3,4,80,0,6,2,3,2,2,2,2,0
756,40,rare_travel,530,rnd,10,3,life_sci,1,3,female,79,2,3,research_dir,4,single,13191,8059,2,yes,no,21,4,3,80,0,20,1,2,1,0,0,0,0
757,39,rare_travel,1299,rnd,3,3,medical,1,4,male,47,3,5,manager,1,divorced,19272,22670,1,yes,no,14,3,2,80,1,21,2,3,21,6,13,11,0
758,26,rare_travel,1358,rnd,18,1,medical,1,3,female,82,3,1,research_sci,3,married,2389,14229,3,yes,no,11,3,2,80,1,8,2,3,2,1,2,2,0
759,27,rare_travel,408,sales,1,3,medical,1,4,female,51,2,1,sales_rep,2,married,3491,16346,1,yes,no,13,3,2,80,0,7,2,3,7,7,0,5,1
760,31,rare_travel,182,rnd,1,4,life_sci,1,2,male,73,4,1,lab_tech,4,single,2705,12278,0,yes,no,11,3,4,80,0,3,2,3,2,2,1,2,0
761,36,frequent_travel,895,rnd,1,3,life_sci,1,4,male,81,4,2,mfg_dir,4,married,6804,23683,2,yes,no,13,3,3,80,1,10,4,3,3,2,0,2,0
762,45,no_travel,632,rnd,28,2,medical,1,1,male,65,3,2,mfg_dir,4,married,7441,14862,4,yes,no,21,4,4,80,0,18,2,3,8,7,1,7,0
763,28,rare_travel,534,rnd,6,3,other,1,4,male,97,2,1,lab_tech,4,single,2726,5335,8,yes,no,15,3,4,80,0,3,0,3,0,0,0,0,0
764,46,rare_travel,1278,sales,7,4,medical,1,4,male,80,2,3,sales_exec,1,single,9699,5598,9,yes,no,11,3,3,80,0,14,2,3,2,2,2,2,0
765,38,rare_travel,891,sales,4,5,other,1,1,female,76,2,2,sales_exec,1,single,4777,13384,2,yes,no,17,3,3,80,0,16,2,3,0,0,0,0,0
766,40,rare_travel,1239,rnd,13,4,medical,1,3,male,96,3,2,health_rep,3,divorced,6687,8978,4,yes,yes,11,3,3,80,1,8,3,4,3,2,0,2,0
767,27,rare_travel,1349,rnd,10,2,medical,1,4,female,68,3,2,mfg_dir,3,married,4969,16577,0,yes,no,11,3,4,80,1,9,2,3,8,7,1,7,0
768,51,frequent_travel,397,hr,2,5,life_sci,1,4,male,91,1,5,manager,4,married,19068,15682,0,yes,no,13,3,2,80,0,34,3,3,33,10,4,13,0
769,40,rare_travel,1448,rnd,1,2,life_sci,1,4,female,80,3,4,health_rep,3,married,13320,14842,1,yes,no,13,3,4,80,1,22,3,3,22,10,11,10,0
770,39,frequent_travel,1189,sales,2,3,medical,1,1,male,98,3,2,sales_exec,4,married,5390,13596,5,yes,no,13,3,1,80,1,13,2,3,9,6,1,8,0
771,53,rare_travel,1040,sales,2,1,marketing,1,2,male,95,3,4,manager,4,divorced,16856,22376,4,yes,no,15,3,4,80,1,30,5,4,29,6,11,10,0
772,40,frequent_travel,570,rnd,26,3,medical,1,4,male,76,3,1,lab_tech,4,single,2070,19737,4,yes,no,20,4,4,80,0,13,2,4,9,7,4,8,0
773,35,rare_travel,1271,rnd,11,3,medical,1,4,female,48,3,1,research_sci,2,divorced,2645,3995,1,yes,no,12,3,3,80,1,5,3,3,5,2,0,2,0
774,34,rare_travel,1469,rnd,4,2,tech_deg,1,4,male,46,4,1,research_sci,4,single,2932,15901,0,yes,yes,18,3,4,80,0,6,0,3,5,2,0,3,0
775,38,rare_travel,836,sales,2,1,medical,1,4,female,90,3,3,sales_exec,4,married,1081,15276,5,yes,no,15,3,3,80,2,15,5,3,0,0,0,0,0
776,45,frequent_travel,1308,rnd,22,3,other,1,3,male,66,2,4,manager,4,married,17861,18863,0,yes,no,14,3,2,80,1,21,3,3,20,7,10,10,0
777,31,frequent_travel,672,rnd,6,4,medical,1,1,male,86,1,1,research_sci,3,married,2519,6161,0,yes,yes,16,3,1,80,0,4,3,3,3,2,1,2,1
778,33,rare_travel,1092,rnd,20,3,life_sci,1,3,male,95,4,1,lab_tech,3,married,2936,24812,3,yes,no,13,3,4,80,1,7,3,3,7,6,1,5,0
779,36,rare_travel,528,sales,16,3,marketing,1,4,female,82,4,2,sales_exec,2,married,6385,23452,6,yes,no,14,3,3,80,1,15,3,3,5,2,0,3,0
780,27,frequent_travel,458,rnd,2,3,tech_deg,1,3,female,51,3,2,health_rep,3,married,6811,3142,1,yes,no,14,3,2,80,0,8,1,3,8,7,7,7,0
781,31,no_travel,1252,rnd,2,3,medical,1,2,male,54,3,1,research_sci,2,single,2700,23779,0,yes,no,13,3,3,80,0,12,5,2,11,9,6,10,0
782,43,rare_travel,855,rnd,9,3,life_sci,1,2,female,95,2,2,mfg_dir,1,married,4434,8952,4,yes,no,16,3,3,80,1,8,2,3,5,2,0,2,0
783,30,rare_travel,945,sales,1,3,life_sci,1,4,female,73,3,3,sales_exec,3,single,8722,14255,1,yes,no,19,3,2,80,0,10,2,4,10,0,0,8,0
784,44,rare_travel,618,rnd,8,3,life_sci,1,1,female,61,3,2,health_rep,2,married,5042,20689,1,yes,yes,15,3,4,80,0,10,6,3,10,7,1,0,0
785,35,rare_travel,193,sales,10,5,marketing,1,2,male,66,2,1,sales_rep,3,married,4968,3010,2,yes,no,17,3,4,80,1,5,2,4,1,0,0,0,0
786,41,frequent_travel,559,rnd,5,4,life_sci,1,2,male,83,4,2,lab_tech,4,divorced,5257,23844,4,yes,no,12,3,2,80,1,13,3,2,7,7,5,7,0
787,34,rare_travel,1319,sales,10,1,marketing,1,2,female,67,3,2,sales_exec,1,divorced,7104,20794,1,yes,no,13,3,4,80,1,6,4,1,6,3,0,5,0
788,45,rare_travel,775,rnd,2,3,life_sci,1,2,female,78,3,3,mfg_dir,3,single,8853,24483,4,yes,no,13,3,1,80,0,18,3,3,6,5,0,4,0
789,32,no_travel,628,rnd,28,2,life_sci,1,1,male,58,3,1,lab_tech,4,married,2207,4306,1,yes,no,11,3,4,80,2,4,1,3,4,2,1,3,0
790,38,rare_travel,444,hr,2,4,hr,1,3,male,68,3,3,hr,4,married,10609,22722,7,yes,yes,16,3,2,80,0,17,2,3,15,3,12,13,0
791,36,rare_travel,798,hr,6,2,medical,1,4,female,46,3,1,hr,4,married,2180,22955,6,yes,no,18,3,2,80,0,6,2,3,3,2,2,2,0
792,41,rare_travel,672,rnd,10,4,medical,1,2,male,73,3,5,research_sci,3,married,19626,17312,1,yes,yes,12,3,1,80,1,21,1,3,20,18,11,10,0
793,43,rare_travel,1312,rnd,8,2,life_sci,1,3,male,97,3,2,mfg_dir,3,married,4448,17852,3,yes,no,13,3,4,80,1,10,6,3,7,2,0,7,0
794,40,frequent_travel,1218,rnd,11,2,medical,1,3,male,57,3,5,research_dir,4,single,19419,4235,1,yes,no,11,3,1,80,0,21,3,3,21,10,15,6,0
795,38,rare_travel,326,sales,2,3,life_sci,1,4,female,99,3,2,sales_exec,4,single,5980,24525,7,yes,no,12,3,1,80,0,15,3,2,4,2,1,3,0
796,44,no_travel,1186,rnd,26,2,tech_deg,1,3,female,85,4,2,mfg_dir,3,married,5980,19100,1,yes,no,13,3,2,80,1,10,3,3,10,9,6,5,0
797,40,rare_travel,827,rnd,1,4,medical,1,1,male,74,3,1,research_sci,2,divorced,4907,13684,0,yes,no,13,3,4,80,1,10,4,3,9,4,0,8,0
798,42,rare_travel,1109,sales,9,5,life_sci,1,4,male,75,3,2,sales_exec,4,married,5204,9192,7,yes,yes,15,3,3,80,1,14,3,3,1,0,0,0,0
799,37,rare_travel,1125,rnd,19,4,medical,1,3,male,64,3,3,health_rep,2,married,9884,8787,2,yes,no,14,3,2,80,1,10,2,3,5,3,0,3,0
800,32,frequent_travel,949,rnd,20,3,tech_deg,1,4,male,51,3,1,lab_tech,3,married,3743,13257,1,yes,no,18,3,3,80,3,10,2,3,10,7,0,7,0
801,27,rare_travel,1097,rnd,16,4,life_sci,1,4,male,82,3,1,research_sci,4,married,2362,8828,1,yes,no,14,3,2,80,1,6,1,2,6,4,1,3,0
